id;age;sex;education
12;27;Muž;2. stupeň vysokoškolského vzdelania
joy;fear;disgust;sadness;anger;surprise;contempt;valence;engagement;affectivaAgeGroup;affectivaGender;Timestamp;TimeReacted
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;;0
0.000410415;0.0111917;0.45474;0.279372;0.00984073;0.0670343;0.300363;0;9.59019;35-44;male;NaN;NaN;NaN;NaN;;16
0.000410415;0.0111917;0.45474;0.279372;0.00984073;0.0670343;0.300363;0;9.59019;35-44;male;NaN;NaN;NaN;NaN;;67
0.000427496;0.0103007;0.442836;0.221211;0.00980244;0.0645213;0.294624;0;8.55295;35-44;male;NaN;NaN;NaN;NaN;;67
0.000427496;0.0103007;0.442836;0.221211;0.00980244;0.0645213;0.294624;0;8.55295;35-44;male;NaN;NaN;NaN;NaN;;101
0.000443074;0.00992504;0.44569;0.185276;0.0103716;0.063793;0.29209;0;8.54411;35-44;male;NaN;NaN;NaN;NaN;;101
0.000443074;0.00992504;0.44569;0.185276;0.0103716;0.063793;0.29209;0;8.54411;35-44;male;NaN;NaN;NaN;NaN;;131
0.000473718;0.00931885;0.44915;0.143398;0.0108801;0.0640921;0.287108;0;7.38622;35-44;male;NaN;NaN;NaN;NaN;;137
0.000473718;0.00931885;0.44915;0.143398;0.0108801;0.0640921;0.287108;0;7.38622;35-44;male;NaN;NaN;NaN;NaN;;199
0.000457735;0.00935119;0.450643;0.132357;0.0123865;0.0595229;0.29015;0;7.41568;35-44;male;NaN;NaN;NaN;NaN;;199
0.000457735;0.00935119;0.450643;0.132357;0.0123865;0.0595229;0.29015;0;7.41568;35-44;male;NaN;NaN;NaN;NaN;;268
0.000548528;0.00859526;0.457022;0.103673;0.0104696;0.0698665;0.276701;0;6.1969;35-44;male;NaN;NaN;NaN;NaN;;268
0.000548528;0.00859526;0.457022;0.103673;0.0104696;0.0698665;0.276701;0;6.1969;35-44;male;NaN;NaN;NaN;NaN;;300
0.000700229;0.00763273;0.468512;0.0724075;0.00862944;0.0863341;0.259918;0;4.90016;35-44;male;NaN;NaN;NaN;NaN;;308
0.000700229;0.00763273;0.468512;0.0724075;0.00862944;0.0863341;0.259918;0;4.90016;35-44;male;NaN;NaN;NaN;NaN;;367
0.00100992;0.00644584;0.481618;0.0455235;0.00599823;0.120905;0.236085;0;2.42706;35-44;male;NaN;NaN;NaN;NaN;;367
0.00100992;0.00644584;0.481618;0.0455235;0.00599823;0.120905;0.236085;0;2.42706;35-44;male;NaN;NaN;NaN;NaN;;399
0.00114763;0.00605763;0.480504;0.039045;0.00508786;0.135171;0.227574;0;2.14975;35-44;male;NaN;NaN;NaN;NaN;;399
0.00114763;0.00605763;0.480504;0.039045;0.00508786;0.135171;0.227574;0;2.14975;35-44;male;NaN;NaN;NaN;NaN;;432
0.00120932;0.00584748;0.469231;0.0369834;0.00444998;0.139512;0.222736;0;1.88355;35-44;male;NaN;NaN;NaN;NaN;;432
0.00120932;0.00584748;0.469231;0.0369834;0.00444998;0.139512;0.222736;0;1.88355;35-44;male;NaN;NaN;NaN;NaN;;499
0.00120514;0.00590785;0.476332;0.0364124;0.00470103;0.139623;0.223957;0;2.05999;35-44;male;NaN;NaN;NaN;NaN;;499
0.00120514;0.00590785;0.476332;0.0364124;0.00470103;0.139623;0.223957;0;2.05999;35-44;male;NaN;NaN;NaN;NaN;;567
0.00134747;0.00567479;0.490644;0.0309988;0.00447668;0.156583;0.218814;0;2.10442;35-44;male;NaN;NaN;NaN;NaN;;567
0.00134747;0.00567479;0.490644;0.0309988;0.00447668;0.156583;0.218814;0;2.10442;35-44;male;NaN;NaN;NaN;NaN;;599
0.00139007;0.00564562;0.500677;0.028936;0.00459259;0.162372;0.218166;0;1.92757;35-44;male;NaN;NaN;NaN;NaN;;608
0.00139007;0.00564562;0.500677;0.028936;0.00459259;0.162372;0.218166;0;1.92757;35-44;male;NaN;NaN;NaN;NaN;;667
0.00147028;0.00531119;0.466971;0.0259935;0.00344625;0.165329;0.210473;0;1.16403;35-44;male;NaN;NaN;NaN;NaN;;667
0.00147028;0.00531119;0.466971;0.0259935;0.00344625;0.165329;0.210473;0;1.16403;35-44;male;NaN;NaN;NaN;NaN;;731
0.00155057;0.00504901;0.442573;0.025036;0.00272597;0.169217;0.204139;0;0.792027;35-44;male;NaN;NaN;NaN;NaN;;731
0.00155057;0.00504901;0.442573;0.025036;0.00272597;0.169217;0.204139;0;0.792027;35-44;male;NaN;NaN;NaN;NaN;;767
