id;age;sex;education
;0;Muž;Stredná škola - výučný list
joy;fear;disgust;sadness;anger;surprise;contempt;valence;engagement;affectivaAgeGroup;affectivaGender;Timestamp;TimeReacted
0.00180273;0.385561;0.398101;0.00415033;0.00921448;0.30043;0.22177;0;0.332362;18-24;male;;13046
0.00180273;0.385561;0.398101;0.00415033;0.00921448;0.30043;0.22177;0;0.332362;18-24;male;;13046
0.00180273;0.385561;0.398101;0.00415033;0.00921448;0.30043;0.22177;0;0.332362;18-24;male;;13046
0.00180273;0.385561;0.398101;0.00415033;0.00921448;0.30043;0.22177;0;0.332362;18-24;male;;13046
0.00180273;0.385561;0.398101;0.00415033;0.00921448;0.30043;0.22177;0;0.332362;18-24;male;;13046
0.00180273;0.385561;0.398101;0.00415033;0.00921448;0.30043;0.22177;0;0.332362;18-24;male;;13046
0.00180069;0.682535;0.410312;0.0023926;0.0108329;0.318706;0.252171;-0.905167;1.68969;18-24;male;;13214
0.00180069;0.682535;0.410312;0.0023926;0.0108329;0.318706;0.252171;-0.905167;1.68969;18-24;male;;13214
0.00180069;0.682535;0.410312;0.0023926;0.0108329;0.318706;0.252171;-0.905167;1.68969;18-24;male;;13214
0.00180069;0.682535;0.410312;0.0023926;0.0108329;0.318706;0.252171;-0.905167;1.68969;18-24;male;;13214
0.00180069;0.682535;0.410312;0.0023926;0.0108329;0.318706;0.252171;-0.905167;1.68969;18-24;male;;13214
0.00180069;0.682535;0.410312;0.0023926;0.0108329;0.318706;0.252171;-0.905167;1.68969;18-24;male;;13214
0.00180609;0.164316;0.405837;0.00357196;0.00683253;0.275637;0.275789;-1.86972;2.08315;18-24;male;;13347
0.00180609;0.164316;0.405837;0.00357196;0.00683253;0.275637;0.275789;-1.86972;2.08315;18-24;male;;13347
0.00180609;0.164316;0.405837;0.00357196;0.00683253;0.275637;0.275789;-1.86972;2.08315;18-24;male;;13347
0.00180609;0.164316;0.405837;0.00357196;0.00683253;0.275637;0.275789;-1.86972;2.08315;18-24;male;;13347
0.00180609;0.164316;0.405837;0.00357196;0.00683253;0.275637;0.275789;-1.86972;2.08315;18-24;male;;13347
0.00180609;0.164316;0.405837;0.00357196;0.00683253;0.275637;0.275789;-1.86972;2.08315;18-24;male;;13347
0.00180281;1.01903;0.399347;0.00240155;0.0126902;0.329627;0.293647;0;0.856942;18-24;male;;13546
0.00180281;1.01903;0.399347;0.00240155;0.0126902;0.329627;0.293647;0;0.856942;18-24;male;;13547
0.00180281;1.01903;0.399347;0.00240155;0.0126902;0.329627;0.293647;0;0.856942;18-24;male;;13547
0.00180281;1.01903;0.399347;0.00240155;0.0126902;0.329627;0.293647;0;0.856942;18-24;male;;13547
0.00180281;1.01903;0.399347;0.00240155;0.0126902;0.329627;0.293647;0;0.856942;18-24;male;;13547
0.00180281;1.01903;0.399347;0.00240155;0.0126902;0.329627;0.293647;0;0.856942;18-24;male;;13547
0.00181441;0.29598;0.417206;0.00513456;0.00796616;0.292516;0.269376;0;0.197262;18-24;male;;13647
0.00181441;0.29598;0.417206;0.00513456;0.00796616;0.292516;0.269376;0;0.197262;18-24;male;;13647
0.00181441;0.29598;0.417206;0.00513456;0.00796616;0.292516;0.269376;0;0.197262;18-24;male;;13647
0.00181441;0.29598;0.417206;0.00513456;0.00796616;0.292516;0.269376;0;0.197262;18-24;male;;13647
0.00181441;0.29598;0.417206;0.00513456;0.00796616;0.292516;0.269376;0;0.197262;18-24;male;;13647
0.00181441;0.29598;0.417206;0.00513456;0.00796616;0.292516;0.269376;0;0.197262;18-24;male;;13647
0.00181607;0.431029;0.423318;0.00524878;0.00886312;0.305506;0.233208;0;0.109097;18-24;male;;13813
0.00181607;0.431029;0.423318;0.00524878;0.00886312;0.305506;0.233208;0;0.109097;18-24;male;;13813
0.00181607;0.431029;0.423318;0.00524878;0.00886312;0.305506;0.233208;0;0.109097;18-24;male;;13813
0.00181607;0.431029;0.423318;0.00524878;0.00886312;0.305506;0.233208;0;0.109097;18-24;male;;13813
0.00181607;0.431029;0.423318;0.00524878;0.00886312;0.305506;0.233208;0;0.109097;18-24;male;;13813
0.00181607;0.431029;0.423318;0.00524878;0.00886312;0.305506;0.233208;0;0.109097;18-24;male;;13813
