id;age;sex;education
;0;Muž;Stredná škola - výučný list
joy;fear;disgust;sadness;anger;surprise;contempt;valence;engagement;affectivaAgeGroup;affectivaGender;Timestamp;TimeReacted
0.0018394;0.0047385;0.423381;0.773865;0.00054112;0.424901;0.192507;-26.5448;0.941606;55-64;male;;37243
0.0018394;0.0047385;0.423381;0.773865;0.00054112;0.424901;0.192507;-26.5448;0.941606;55-64;male;;37243
0.00182186;0.00521936;0.424506;0.606685;0.00056871;0.41112;0.193646;-20.9334;0.59582;55-64;male;;37305
0.00182186;0.00521936;0.424506;0.606685;0.00056871;0.41112;0.193646;-20.9334;0.59582;55-64;male;;37305
0.00180789;0.00558424;0.424802;1.09415;0.000447549;0.473279;0.194623;-26.5884;0.784444;55-64;male;;37373
0.00180789;0.00558424;0.424802;1.09415;0.000447549;0.473279;0.194623;-26.5884;0.784444;55-64;male;;37373
0.00180592;0.00676723;0.4251;1.61315;0.000351295;0.544224;0.196533;-26.1871;0.606342;55-64;male;;37440
0.00180592;0.00676723;0.4251;1.61315;0.000351295;0.544224;0.196533;-26.1871;0.606342;55-64;male;;37441
0.00180453;0.00763433;0.425177;1.73737;0.000320525;0.574879;0.19692;-23.6231;0.443991;55-64;male;;37473
0.00180453;0.00763433;0.425177;1.73737;0.000320525;0.574879;0.19692;-23.6231;0.443991;55-64;male;;37474
0.00179942;0.00740616;0.425174;1.51212;0.000345989;0.549007;0.199434;-23.0152;0.449338;55-64;male;;37505
0.00179942;0.00740616;0.425174;1.51212;0.000345989;0.549007;0.199434;-23.0152;0.449338;55-64;male;;37505
0.00179477;0.00743837;0.425269;1.65546;0.00033569;0.559406;0.200796;-24.141;0.481598;55-64;male;;37572
0.00179477;0.00743837;0.425269;1.65546;0.00033569;0.559406;0.200796;-24.141;0.481598;55-64;male;;37572
0.00179142;0.00804699;0.425253;0.816457;0.000419533;0.490328;0.205735;-13.0128;0.219494;55-64;male;;37640
0.00179142;0.00804699;0.425253;0.816457;0.000419533;0.490328;0.205735;-13.0128;0.219494;55-64;male;;37640
0.00178444;0.00844464;0.425456;0.789204;0.000416298;0.492136;0.21364;-11.1467;0.184355;55-64;male;;37672
0.00178444;0.00844464;0.425456;0.789204;0.000416298;0.492136;0.21364;-11.1467;0.184355;55-64;male;;37673
0.00178281;0.0093902;0.425716;0.949087;0.000367809;0.529507;0.222395;-10.3808;0.153765;55-64;male;;37740
0.00178281;0.0093902;0.425716;0.949087;0.000367809;0.529507;0.222395;-10.3808;0.153765;55-64;male;;37740
0.00177897;0.0101437;0.425722;1.44208;0.000302684;0.59356;0.223837;-13.2979;0.166612;55-64;male;;37775
0.00177897;0.0101437;0.425722;1.44208;0.000302684;0.59356;0.223837;-13.2979;0.166612;55-64;male;;37775
0.00177632;0.0108848;0.425667;1.63472;0.000279193;0.622674;0.224336;-12.8854;0.148933;55-64;male;;37804
0.00177632;0.0108848;0.425667;1.63472;0.000279193;0.622674;0.224336;-12.8854;0.148933;55-64;male;;37804
0.00177523;0.011781;0.425379;2.09642;0.000243604;0.67446;0.230975;-13.6334;0.140379;55-64;male;;37872
0.00177523;0.011781;0.425379;2.09642;0.000243604;0.67446;0.230975;-13.6334;0.140379;55-64;male;;37872
0.00175557;0.0113269;0.425418;1.84026;0.000266778;0.637429;0.233252;-13.1528;0.145436;55-64;male;;37939
0.00175557;0.0113269;0.425418;1.84026;0.000266778;0.637429;0.233252;-13.1528;0.145436;55-64;male;;37940
0.00176364;0.0114657;0.425141;1.66502;0.000273038;0.629277;0.235207;-11.5775;0.129285;55-64;male;;37972
0.00176364;0.0114657;0.425141;1.66502;0.000273038;0.629277;0.235207;-11.5775;0.129285;55-64;male;;37972
0.00176064;0.0110628;0.425253;1.26682;0.000309494;0.583526;0.242398;-9.27195;0.118032;55-64;male;;38004
0.00176064;0.0110628;0.425253;1.26682;0.000309494;0.583526;0.242398;-9.27195;0.118032;55-64;male;;38004
0.00175525;0.0109828;0.425507;1.20316;0.00031939;0.572567;0.252452;-8.97126;0.11812;55-64;male;;38071
0.00175525;0.0109828;0.425507;1.20316;0.00031939;0.572567;0.252452;-8.97126;0.11812;55-64;male;;38071
0.00175788;0.0109195;0.425472;1.08837;0.000332587;0.559288;0.260303;-8.01244;0.112533;55-64;male;;38141
0.00175788;0.0109195;0.425472;1.08837;0.000332587;0.559288;0.260303;-8.01244;0.112533;55-64;male;;38141
0.00177752;0.0118732;0.425556;1.39799;0.000284151;0.615627;0.279621;-8.7774;0.104803;55-64;male;;38171
0.00177752;0.0118732;0.425556;1.39799;0.000284151;0.615627;0.279621;-8.7774;0.104803;55-64;male;;38171
0.00179193;0.0124311;0.425452;1.47413;0.000269423;0.637784;0.293055;-8.34647;0.0962798;55-64;male;;38243
0.00179193;0.0124311;0.425452;1.47413;0.000269423;0.637784;0.293055;-8.34647;0.0962798;55-64;male;;38243
0.00180477;0.0119207;0.425484;1.15864;0.000300202;0.600949;0.331418;-6.95216;0.0939157;55-64;male;;38272
0.00180477;0.0119207;0.425484;1.15864;0.000300202;0.600949;0.331418;-6.95216;0.0939157;55-64;male;;38273
0.00181261;0.0106409;0.425581;0.652862;0.000396806;0.512105;0.412164;-3.69586;0.0904825;55-64;male;;38339
0.00181261;0.0106409;0.425581;0.652862;0.000396806;0.512105;0.412164;-3.69586;0.0904825;55-64;male;;38339
0.00181799;0.0102939;0.425723;0.512364;0.000445962;0.480723;0.52518;-2.31169;0.0886679;55-64;male;;38371
0.00181799;0.0102939;0.425723;0.512364;0.000445962;0.480723;0.52518;-2.31169;0.0886679;55-64;male;;38371
0.00182273;0.0111981;0.425825;0.441026;0.00048506;0.471966;0.6591;-1.49675;0.0864045;55-64;male;;38439
0.00182273;0.0111981;0.425825;0.441026;0.00048506;0.471966;0.6591;-1.49675;0.0864045;55-64;male;;38440
0.00182586;0.0127232;0.425831;0.39362;0.000526368;0.470119;1.01044;-1.31116;0.0875793;55-64;male;;38471
0.00182586;0.0127232;0.425831;0.39362;0.000526368;0.470119;1.01044;-1.31116;0.0875793;55-64;male;;38471
0.00182787;0.0123536;0.425774;0.452231;0.000487872;0.484518;1.92881;-2.1618;0.0895337;55-64;male;;38504
0.00182787;0.0123536;0.425774;0.452231;0.000487872;0.484518;1.92881;-2.1618;0.0895337;55-64;male;;38504
0.00183026;0.011907;0.425638;0.582024;0.000422145;0.514223;2.83587;-3.25373;0.0888628;55-64;male;;38570
0.00183026;0.011907;0.425638;0.582024;0.000422145;0.514223;2.83587;-3.25373;0.0888628;55-64;male;;38570
0.00183353;0.0135457;0.425367;1.01528;0.000316721;0.608555;7.13124;-5.96956;0.0872257;55-64;male;;38639
0.00183353;0.0135457;0.425367;1.01528;0.000316721;0.608555;7.13124;-5.96956;0.0872257;55-64;male;;38639
0.00183412;0.0137588;0.423685;1.07432;0.000309013;0.619096;10.5053;-6.35796;0.0877372;55-64;male;;38706
0.00183412;0.0137588;0.423685;1.07432;0.000309013;0.619096;10.5053;-6.35796;0.0877372;55-64;male;;38706
0.00183567;0.0139651;0.421752;1.35338;0.000273961;0.6591;14.8199;-7.55547;0.08786;55-64;male;;38770
0.00183567;0.0139651;0.421752;1.35338;0.000273961;0.6591;14.8199;-7.55547;0.08786;55-64;male;;38770
0.00183457;0.0161214;0.413988;1.62929;0.00025466;0.708405;36.4443;-8.51283;0.0853236;55-64;male;;38838
0.00183457;0.0161214;0.413988;1.62929;0.00025466;0.708405;36.4443;-8.51283;0.0853236;55-64;male;;38838
0.0018332;0.0171461;0.392851;2.9888;0.000191346;0.837227;57.7449;-11.8868;0.0890793;55-64;male;;38905
0.0018332;0.0171461;0.392851;2.9888;0.000191346;0.837227;57.7449;-11.8868;0.0890793;55-64;male;;38906
0.00183236;0.0174132;0.359987;2.96016;0.000206132;0.837873;75.7458;-12.5088;0.101114;55-64;male;;38969
0.00183236;0.0174132;0.359987;2.96016;0.000206132;0.837873;75.7458;-12.5088;0.101114;55-64;male;;38969
0.0018321;0.0162294;0.36501;2.17623;0.000238635;0.761562;83.9039;-10.7755;0.0990673;55-64;male;;39005
0.0018321;0.0162294;0.36501;2.17623;0.000238635;0.761562;83.9039;-10.7755;0.0990673;55-64;male;;39006
0.00183224;0.0152682;0.36634;1.97578;0.000249002;0.734813;90.6276;-10.2449;0.0985542;55-64;male;;39037
0.00183224;0.0152682;0.36634;1.97578;0.000249002;0.734813;90.6276;-10.2449;0.0985542;55-64;male;;39037
0.0018317;0.0131596;0.407388;1.15834;0.000299289;0.618742;93.2761;-6.61207;0.0857106;55-64;male;;39105
0.0018317;0.0131596;0.407388;1.15834;0.000299289;0.618742;93.2761;-6.61207;0.0857106;55-64;male;;39105
0.00183164;0.0127346;0.416681;0.996051;0.000318177;0.593394;95.3667;-5.64246;0.0854232;55-64;male;;39137
0.00183164;0.0127346;0.416681;0.996051;0.000318177;0.593394;95.3667;-5.64246;0.0854232;55-64;male;;39137
0.00183113;0.0114131;0.42309;0.630313;0.000397948;0.518867;96.1574;-3.22998;0.0859201;55-64;male;;39170
0.00183113;0.0114131;0.42309;0.630313;0.000397948;0.518867;96.1574;-3.22998;0.0859201;55-64;male;;39170
0.00183113;0.00945606;0.425169;0.289391;0.000590498;0.411791;96.0674;0;0.0877827;55-64;male;;39237
0.00183113;0.00945606;0.425169;0.289391;0.000590498;0.411791;96.0674;0;0.0877827;55-64;male;;39237
0.00183075;0.00888068;0.42557;0.206995;0.000713863;0.373032;96.2186;0;0.0951257;55-64;male;;39305
0.00183075;0.00888068;0.42557;0.206995;0.000713863;0.373032;96.2186;0;0.0951257;55-64;male;;39305
0.00183051;0.00933542;0.425712;0.306762;0.000591499;0.41514;94.2599;-1.1674;0.102106;55-64;male;;39337
0.00183051;0.00933542;0.425712;0.306762;0.000591499;0.41514;94.2599;-1.1674;0.102106;55-64;male;;39337
0.00183019;0.00724922;0.425846;0.22204;0.000724666;0.360906;90.9086;-2.19054;0.137507;55-64;male;;39406
0.00183019;0.00724922;0.425846;0.22204;0.000724666;0.360906;90.9086;-2.19054;0.137507;55-64;male;;39406
0.00182985;0.00625977;0.425946;0.145621;0.000933269;0.313368;89.8602;-2.05244;0.169868;55-64;male;;39437
0.00182985;0.00625977;0.425946;0.145621;0.000933269;0.313368;89.8602;-2.05244;0.169868;55-64;male;;39437
