id;age;sex;education
123;24;Muž;Stredná škola - výučný list
questionaire 1
1;2;2;3;3;4;2;1;2;2;1;1;3;4;2;5;2;4;3;4;
questionaire 2
1;2;2;3;3;4;2;1;2;2;1;1;3;4;2;5;2;4;3;4;
joy;fear;disgust;sadness;anger;surprise;contempt;valence;engagement;affectivaAgeGroup;affectivaGender;Valence;Believability;Timestamp;TimeToReact
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;;106
0.00182045;0.00374247;0.342487;0.0286296;0.00291736;0.19649;0.192945;0;0.157415;35-44;male;;127
0.00182045;0.00374247;0.342487;0.0286296;0.00291736;0.19649;0.192945;0;0.157415;35-44;male;;146
0.0018211;0.00375604;0.316456;0.0275829;0.00330303;0.196649;0.192926;0;0.153782;35-44;male;;167
0.0018211;0.00375604;0.316456;0.0275829;0.00330303;0.196649;0.192926;0;0.153782;35-44;male;;186
0.00181992;0.00384165;0.311136;0.0266705;0.0033652;0.196155;0.192961;0;0.141711;35-44;male;;206
0.00181992;0.00384165;0.311136;0.0266705;0.0033652;0.196155;0.192961;0;0.141711;35-44;male;;227
0.00181892;0.00383226;0.314795;0.0267948;0.00326183;0.196489;0.192992;0;0.141518;35-44;male;;246
0.00181892;0.00383226;0.314795;0.0267948;0.00326183;0.196489;0.192992;0;0.141518;35-44;male;;266
0.00181604;0.00385438;0.29653;0.0262835;0.00371101;0.195612;0.19308;0;0.141563;35-44;male;;286
0.00181604;0.00385438;0.29653;0.0262835;0.00371101;0.195612;0.19308;0;0.141563;35-44;male;;307
0.00181332;0.00382634;0.271716;0.025882;0.0042394;0.195212;0.193163;0;0.15373;35-44;male;;326
0.00181332;0.00382634;0.271716;0.025882;0.0042394;0.195212;0.193163;0;0.15373;35-44;male;;346
0.00181508;0.00383706;0.281878;0.025991;0.00384422;0.1956;0.193109;0;0.145579;35-44;male;;367
0.00181508;0.00383706;0.281878;0.025991;0.00384422;0.1956;0.193109;0;0.145579;35-44;male;;386
0.00181275;0.00381422;0.301896;0.0267907;0.0034577;0.195732;0.19318;0;0.14637;35-44;male;;406
0.00181275;0.00381422;0.301896;0.0267907;0.0034577;0.195732;0.19318;0;0.14637;35-44;male;;426
0.00180792;0.00371163;0.316096;0.0280356;0.00317499;0.196505;0.193329;0;0.158548;35-44;male;;446
0.00180792;0.00371163;0.316096;0.0280356;0.00317499;0.196505;0.193329;0;0.158548;35-44;male;;467
0.00180648;0.00367316;0.285249;0.0275599;0.00356999;0.196351;0.193373;0;0.166434;35-44;male;;486
0.00180648;0.00367316;0.285249;0.0275599;0.00356999;0.196351;0.193373;0;0.166434;35-44;male;;513
0.00180572;0.00362367;0.266546;0.0274188;0.00374687;0.196739;0.193398;0;0.174382;35-44;male;;526
0.00180572;0.00362367;0.266546;0.0274188;0.00374687;0.196739;0.193398;0;0.174382;35-44;male;;546
