id;age;sex;education
;0;Muž;Stredná škola - výučný list
joy;fear;disgust;sadness;anger;surprise;contempt;valence;engagement;affectivaAgeGroup;affectivaGender;Timestamp;TimeReacted
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;;0
0.00182959;0.152338;0.425958;0.010378;0.0248906;2.44692;0.192761;-39.6989;49.7033;65 plus;male;;11
0.00182959;0.152338;0.425958;0.010378;0.0248906;2.44692;0.192761;-39.6989;49.7033;65 plus;male;;32
0.00182956;0.000321266;0.426015;0.0688983;0.00311859;1.43152;0.192808;-33.5978;49.7969;65 plus;male;;51
0.00182956;0.000321266;0.426015;0.0688983;0.00311859;1.43152;0.192808;-33.5978;49.7969;65 plus;male;;71
0.00183102;0.000118419;0.426378;0.0840352;0.0019125;1.22263;0.192842;-23.2873;49.7319;65 plus;male;;91
0.00183102;0.000118419;0.426378;0.0840352;0.0019125;1.22263;0.192842;-23.2873;49.7319;65 plus;male;;112
0.00183428;0.000106718;0.427082;0.0726829;0.00190206;1.25207;0.192831;-19.0614;49.7745;65 plus;male;;132
0.00183428;0.000106718;0.427082;0.0726829;0.00190206;1.25207;0.192831;-19.0614;49.7745;65 plus;male;;160
0.00183432;9.60092e-05;0.427208;0.0702184;0.00194116;1.29725;0.192795;-19.0697;49.7899;65 plus;male;;172
0.00183432;9.60092e-05;0.427208;0.0702184;0.00194116;1.29725;0.192795;-19.0697;49.7899;65 plus;male;;196
0.00183387;9.91981e-05;0.427173;0.0672654;0.00194133;1.2925;0.19278;-17.6616;49.7509;65 plus;male;;211
0.00183387;9.91981e-05;0.427173;0.0672654;0.00194133;1.2925;0.19278;-17.6616;49.7509;65 plus;male;;231
0.00183397;9.94686e-05;0.427265;0.0624552;0.00194079;1.32735;0.192737;-15.2682;49.6852;65 plus;male;;251
0.00183397;9.94686e-05;0.427265;0.0624552;0.00194079;1.32735;0.192737;-15.2682;49.6852;65 plus;male;;296
0.00183365;0.00010674;0.427234;0.0574983;0.0019436;1.31117;0.1927;-12.6804;49.2806;65 plus;male;;296
0.00183365;0.00010674;0.427234;0.0574983;0.0019436;1.31117;0.1927;-12.6804;49.2806;65 plus;male;;360
0.00183398;0.000125299;0.427316;0.0530128;0.00193478;1.2406;0.192714;-9.83681;45.951;65 plus;male;;360
0.00183398;0.000125299;0.427316;0.0530128;0.00193478;1.2406;0.192714;-9.83681;45.951;65 plus;male;;427
0.00183502;0.000160905;0.427292;0.0423711;0.00193207;1.1719;0.192711;-2.59836;39.2786;65 plus;male;;428
0.00183502;0.000160905;0.427292;0.0423711;0.00193207;1.1719;0.192711;-2.59836;39.2786;65 plus;male;;495
0.00184521;0.000179562;0.429712;0.0361386;0.00196032;1.16642;0.1927;0;33.1588;65 plus;male;;496
0.00184521;0.000179562;0.429712;0.0361386;0.00196032;1.16642;0.1927;0;33.1588;65 plus;male;;528
0.00184847;0.000174456;0.430623;0.0392929;0.00194852;1.16375;0.192689;-0.45153;19.9405;65 plus;male;;536
0.00184847;0.000174456;0.430623;0.0392929;0.00194852;1.16375;0.192689;-0.45153;19.9405;65 plus;male;;596
0.00185253;0.000199413;0.431603;0.0373843;0.00194783;1.10445;0.192715;0;17.8296;65 plus;male;;596
0.00185253;0.000199413;0.431603;0.0373843;0.00194783;1.10445;0.192715;0;17.8296;65 plus;male;;628
0.00184696;0.000206022;0.430076;0.0366706;0.0019197;1.10203;0.192715;0;11.5891;65 plus;male;;636
0.00184696;0.000206022;0.430076;0.0366706;0.0019197;1.10203;0.192715;0;11.5891;65 plus;male;;696
0.00184232;0.000226886;0.428797;0.0362162;0.0018816;1.06534;0.192703;0;7.82421;65 plus;male;;696
0.00184232;0.000226886;0.428797;0.0362162;0.0018816;1.06534;0.192703;0;7.82421;65 plus;male;;732
0.00184191;0.000239794;0.428424;0.0377989;0.00186399;1.02842;0.192675;0;4.50137;65 plus;male;;732
0.00184191;0.000239794;0.428424;0.0377989;0.00186399;1.02842;0.192675;0;4.50137;65 plus;male;;762
0.00184324;0.000275944;0.428465;0.0373528;0.00184387;0.968973;0.19266;0;3.05363;65 plus;male;;762
0.00184324;0.000275944;0.428465;0.0373528;0.00184387;0.968973;0.19266;0;3.05363;65 plus;male;;828
0.00184573;0.000340377;0.428614;0.0358807;0.00182001;0.889065;0.192633;0;1.40812;65 plus;male;;828
0.00184573;0.000340377;0.428614;0.0358807;0.00182001;0.889065;0.192633;0;1.40812;65 plus;male;;860
0.00184374;0.000397836;0.427857;0.0343208;0.00182796;0.817217;0.19262;0;0.648051;65 plus;male;;869
0.00184374;0.000397836;0.427857;0.0343208;0.00182796;0.817217;0.19262;0;0.648051;65 plus;male;;927
0.0018427;0.000482002;0.427236;0.0333918;0.00183287;0.732822;0.192594;0;0.371156;65 plus;male;;928
0.0018427;0.000482002;0.427236;0.0333918;0.00183287;0.732822;0.192594;0;0.371156;65 plus;male;;996
0.00184721;0.000797824;0.426592;0.0323469;0.00181844;0.55502;0.192358;0;0.165115;65 plus;male;;996
0.00184721;0.000797824;0.426592;0.0323469;0.00181844;0.55502;0.192358;0;0.165115;65 plus;male;;1028
0.0018453;0.000908122;0.425969;0.0314505;0.00183092;0.513089;0.192327;0;0.1323;65 plus;male;;1036
0.0018453;0.000908122;0.425969;0.0314505;0.00183092;0.513089;0.192327;0;0.1323;65 plus;male;;1096
0.00184588;0.000907559;0.425503;0.0306053;0.001848;0.509733;0.192288;0;0.112088;65 plus;male;;1096
0.00184588;0.000907559;0.425503;0.0306053;0.001848;0.509733;0.192288;0;0.112088;65 plus;male;;1128
0.00184708;0.00116147;0.42551;0.0302516;0.00183446;0.447043;0.192285;0;0.104237;65 plus;male;;1137
0.00184708;0.00116147;0.42551;0.0302516;0.00183446;0.447043;0.192285;0;0.104237;65 plus;male;;1196
0.00184965;0.00153556;0.425544;0.0301871;0.00181189;0.386484;0.192326;0;0.0970404;65 plus;male;;1196
0.00184965;0.00153556;0.425544;0.0301871;0.00181189;0.386484;0.192326;0;0.0970404;65 plus;male;;1228
0.00185382;0.00188299;0.425677;0.0305128;0.00178743;0.348191;0.192212;0;0.093506;65 plus;male;;1228
0.00185382;0.00188299;0.425677;0.0305128;0.00178743;0.348191;0.192212;0;0.093506;65 plus;male;;1296
0.00185512;0.00205837;0.425632;0.029391;0.00181231;0.327155;0.192217;0;0.0911916;65 plus;male;;1296
0.00185512;0.00205837;0.425632;0.029391;0.00181231;0.327155;0.192217;0;0.0911916;65 plus;male;;1328
0.00185724;0.00213997;0.425254;0.0294689;0.00180433;0.321308;0.192111;0;0.0898741;65 plus;male;;1336
0.00185724;0.00213997;0.425254;0.0294689;0.00180433;0.321308;0.192111;0;0.0898741;65 plus;male;;1360
0.00185512;0.0021933;0.425346;0.0300518;0.00178381;0.320607;0.192098;0;0.0886722;65 plus;male;;1376
0.00185512;0.0021933;0.425346;0.0300518;0.00178381;0.320607;0.192098;0;0.0886722;65 plus;male;;1428
0.00185309;0.00222036;0.425389;0.0295081;0.00179925;0.316343;0.192128;0;0.0880331;65 plus;male;;1428
0.00185309;0.00222036;0.425389;0.0295081;0.00179925;0.316343;0.192128;0;0.0880331;65 plus;male;;1496
0.00185143;0.00228834;0.425788;0.0296368;0.00179634;0.311622;0.192216;0;0.0881058;65 plus;male;;1496
0.00185143;0.00228834;0.425788;0.0296368;0.00179634;0.311622;0.192216;0;0.0881058;65 plus;male;;1528
0.00184584;0.0025717;0.42561;0.0290955;0.00181337;0.288617;0.192354;0;0.087131;65 plus;male;;1537
0.00184584;0.0025717;0.42561;0.0290955;0.00181337;0.288617;0.192354;0;0.087131;65 plus;male;;1596
0.00184335;0.00279471;0.425254;0.0287457;0.00182352;0.273458;0.192398;0;0.0863232;65 plus;male;;1596
0.00184335;0.00279471;0.425254;0.0287457;0.00182352;0.273458;0.192398;0;0.0863232;65 plus;male;;1628
0.00184123;0.00286085;0.425155;0.027447;0.00186881;0.263842;0.192402;0;0.0865173;65 plus;male;;1636
0.00184123;0.00286085;0.425155;0.027447;0.00186881;0.263842;0.192402;0;0.0865173;65 plus;male;;1695
0.00183875;0.00309411;0.424803;0.026274;0.00191113;0.247182;0.192478;0;0.0860612;65 plus;male;;1696
0.00183875;0.00309411;0.424803;0.026274;0.00191113;0.247182;0.192478;0;0.0860612;65 plus;male;;1764
0.00183612;0.00318259;0.424825;0.0260467;0.00191952;0.242489;0.192608;0;0.0854653;65 plus;male;;1764
0.00183612;0.00318259;0.424825;0.0260467;0.00191952;0.242489;0.192608;0;0.0854653;65 plus;male;;1796
0.00183501;0.00311352;0.424694;0.0262923;0.00191764;0.245582;0.192644;0;0.0868723;65 plus;male;;1804
0.00183501;0.00311352;0.424694;0.0262923;0.00191764;0.245582;0.192644;0;0.0868723;65 plus;male;;1864
0.0018332;0.00317415;0.424901;0.025905;0.00193258;0.241172;0.19277;0;0.0868394;65 plus;male;;1864
0.0018332;0.00317415;0.424901;0.025905;0.00193258;0.241172;0.19277;0;0.0868394;65 plus;male;;1896
0.00183235;0.00328271;0.42445;0.0257063;0.00194468;0.235012;0.192849;0;0.0873629;65 plus;male;;1904
0.00183235;0.00328271;0.42445;0.0257063;0.00194468;0.235012;0.192849;0;0.0873629;65 plus;male;;1964
0.00183167;0.00329173;0.423962;0.0257977;0.00194715;0.234226;0.192893;0;0.088239;65 plus;male;;1964
0.00183167;0.00329173;0.423962;0.0257977;0.00194715;0.234226;0.192893;0;0.088239;65 plus;male;;1996
0.00183113;0.00328617;0.42341;0.0259309;0.00195352;0.233232;0.192927;0;0.0905011;65 plus;male;;1996
0.00183113;0.00328617;0.42341;0.0259309;0.00195352;0.233232;0.192927;0;0.0905011;65 plus;male;;2028
0;0;0;0;0;0;0;0;0;unknown;male;;2028
0;0;0;0;0;0;0;0;0;unknown;male;;2096
0.00183012;0.00348334;0.422071;0.0260038;0.00196161;0.224826;0.193032;0;0.0916569;65 plus;male;;2096
0.00183012;0.00348334;0.422071;0.0260038;0.00196161;0.224826;0.193032;0;0.0916569;65 plus;male;;2164
