id;age;sex;education
;0;Muž;Stredná škola - výučný list
joy;fear;disgust;sadness;anger;surprise;contempt;valence;engagement;affectivaAgeGroup;affectivaGender;Timestamp;TimeReacted
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;;0
99.9186;1.03241e-06;0.00617009;3.98131e-06;2.79973e-05;8.62552;0.000106797;95.0344;99.921;55-64;male;;21
99.9186;1.03241e-06;0.00617009;3.98131e-06;2.79973e-05;8.62552;0.000106797;95.0344;99.921;55-64;male;;41
99.9211;1.11166e-06;0.00624452;2.74338e-06;3.60778e-05;7.37419;0.0001068;96.5252;99.921;55-64;male;;61
99.9211;1.11166e-06;0.00624452;2.74338e-06;3.60778e-05;7.37419;0.0001068;96.5252;99.921;55-64;male;;81
99.9202;9.04908e-07;0.00612332;2.06712e-06;4.27126e-05;7.16721;0.000106802;97.9728;99.921;55-64;male;;100
99.9202;9.04908e-07;0.00612332;2.06712e-06;4.27126e-05;7.16721;0.000106802;97.9728;99.921;55-64;male;;121
99.9193;8.58195e-07;0.00571215;1.68629e-06;4.79609e-05;6.60328;0.000106802;98.9015;99.921;55-64;male;;140
99.9193;8.58195e-07;0.00571215;1.68629e-06;4.79609e-05;6.60328;0.000106802;98.9015;99.921;55-64;male;;161
99.921;8.28599e-07;0.00541683;1.49598e-06;5.24263e-05;6.67883;0.000106804;99.2898;99.921;55-64;male;;181
99.921;8.28599e-07;0.00541683;1.49598e-06;5.24263e-05;6.67883;0.000106804;99.2898;99.921;55-64;male;;200
99.9247;8.82672e-07;0.00512551;1.27804e-06;5.91212e-05;6.64732;0.000106808;99.1737;99.921;55-64;male;;221
99.9247;8.82672e-07;0.00512551;1.27804e-06;5.91212e-05;6.64732;0.000106808;99.1737;99.921;55-64;male;;240
99.9258;1.09196e-06;0.00493852;1.15079e-06;6.11805e-05;6.00157;0.000106808;97.9879;99.921;55-64;male;;261
99.9258;1.09196e-06;0.00493852;1.15079e-06;6.11805e-05;6.00157;0.000106808;97.9879;99.921;55-64;male;;281
99.9272;1.46269e-06;0.00458714;1.02693e-06;6.38537e-05;5.21807;0.00010681;96.8027;99.921;55-64;male;;300
99.9272;1.46269e-06;0.00458714;1.02693e-06;6.38537e-05;5.21807;0.00010681;96.8027;99.921;55-64;male;;320
99.9273;1.90363e-06;0.00428671;8.55084e-07;6.42527e-05;4.55174;0.000106816;93.5092;99.921;55-64;male;;340
99.9273;1.90363e-06;0.00428671;8.55084e-07;6.42527e-05;4.55174;0.000106816;93.5092;99.921;55-64;male;;361
99.9278;2.20523e-06;0.00407064;7.69783e-07;6.53378e-05;4.23061;0.000106815;91.8825;99.921;55-64;male;;380
99.9278;2.20523e-06;0.00407064;7.69783e-07;6.53378e-05;4.23061;0.000106815;91.8825;99.921;55-64;male;;422
